kanji,meaning,readings,compounds,sentence,kana,translation,radicals,confusables
戻,"re-, return, revert, resume, restore, go backwards","レイ; もど.す, もど.る","引戻す (ひきもどす·4) = to bring back, to restore; 押戻す (おしもどす·4) = to push back; 逆戻り (ぎゃくもどり·3,0) = retrogression, reversal, relapse; 呼び戻す (よびもどす·4) = to call back, to call home; 後戻り (あともどり·3) = backtrack",すぐに戻るよ。,,直ぐに 戻る よ,戸 大 一 尸,"涙,戸,雇"
毛,"fur, hair, feather, down",モウ; け,"育毛剤 (いくもうざい·3,0) = (hair) tonic; 羽毛 (うもう·0) = feathers, plumage, down; 赤毛 (あかげ·0) = redhead; 脱毛 (だつもう·0) = hair removal; 髪の毛 (かみのけ·3) = hair (head)",毛布をください。,,毛布 を 下さい,,
面,"mask, face, features, surface","メン, ベン; おも, おもて, つら","一面 (いちめん·0,2) = one side, one phase, front page, the other hand, the whole surface; 仮面 (かめん·0) = mask, disguise; 画面 (がめん·1,0) = terminal screen, scene, picture, the field (in TV), photo; 海面 (かいめん·0) = sea level, (surface of) sea; 外面 (そとづら·0) = exterior, surface, outward appearance",面倒だな。,,面倒 だ な,,
綿,cotton,メン; わた,"綿 (わた·2) = cotton, padding; 綿布 (めんぷ·1) = cotton cloth, cotton material; 綿密 (めんみつ·0) = minute, detailed, careful, scrupulous, thorough; 木綿 (きわた·1) = cotton; 石綿 (せきめん·0) = asbestos",綿は水を吸い込む。,,綿(めん) は 水(みず) を 吸い込む,巾 糸 幺 小 白,"線,糸,縮"
鳴,"chirp, cry, bark, sound, ring, echo, honk","メイ; な.く, な.る, な.らす","共鳴 (きょうめい·0) = resonance, sympathy; 怒鳴る (どなる·2) = to shout, to yell; 悲鳴 (ひめい·0) = shriek, scream; 百家争鳴 (ひゃっかそうめい·1) = Let a hundred schools of thought contend; 鳴き声 (なきごえ·3,0) = cry (esp. animal), roar",羊は何て鳴くの？,,羊 は 何て 鳴く の,口 鳥 杰,"馬,舌,石"
迷,"astray, be perplexed, in doubt, lost, err, illusion",メイ; まよ.う,"昏迷 (こんめい·0) = stupefaction, stupor, unconsciousness, confusion; 低迷 (ていめい·0) = hanging low (over), hovering around (price level), low hanging (eg clouds), sluggish (eg economy); 迷わす (まよわす·3) = to puzzle, perplex, bewilder, delude, mislead, fascinate; 迷宮 (めいきゅう·0) = mystery, maze, labyrinth; 迷彩 (めいさい·0) = camouflage, disguise",彼は森で迷った。,,彼(かれ) は 森 で(#2028980) 迷う,込 米,"連,逐,退"
命,"fate, command, decree, destiny, life, appoint","メイ, ミョウ; いのち","一命 (いちめい·0) = (a) life, (a) command; 運命 (うんめい·1) = fate; 延命 (えんめい·0) = long life, longevity, macrobiotics; 革命 (かくめい·0) = revolution",一生懸命働いた。,,一生懸命 働く,口 个 卩 一,"含,吟,令"
娘,"daughter, girl","ジョウ; むすめ, こ",一人娘 (ひとりむすめ·4) = an only daughter; 孫娘 (まごむすめ·3) = granddaughter; 娘 (むすめ·3) = daughter; 娘婿 (むすめむこ·4) = adopted son-in-law,真理は時の娘。,,真理 は 時(とき) の 娘(むすめ),艮 女,"良,限,郎"
無,"nothingness, none, ain't, nothing, nil, not","ム, ブ; な.い","皆無 (かいむ·1) = nothing; 感慨無量 (かんがいむりょう·0) = deep emotion, one's mind is filled with thousand emotions; 間も無く (まもなく·2) = soon, before long, in a short time; 虚無 (きょむ·1) = nihility, nothingness",入場無料。,,入場 無料,｜ ノ 一 杰 乞,"垂,乃,丑"
夢,"dream, vision, illusion","ム, ボウ; ゆめ, ゆめ.みる, くら.い","悪夢 (あくむ·1) = nightmare, bad dream; 初夢 (はつゆめ·0) = year's first dream; 夢 (ゆめ·2) = dream; 夢にも (ゆめにも·2) = not in the slightest, not in one's wildest dreams; 夢見る (ゆめみる·3,2) = to dream (of)",よい夢を。,,良い 夢 を,買 夕 冖 艾,"多,苑,葬"
務,"task, duties",ム; つと.める,"医務 (いむ·1) = medical affairs; 医務室 (いむしつ·2) = medical office; 外務 (がいむ·1) = foreign affairs; 外務省 (がいむしょう·3) = Department of Foreign Affairs; 義務 (ぎむ·1) = duty, obligation, responsibility",まだ勤務中だ。,,未だ 勤務 中(ちゅう) だ,矛 力 攵,"霧,茅,脅"
眠,"sleep, die, sleepy","ミン; ねむ.る, ねむ.い","安眠 (あんみん·0) = quiet sleep; 快眠 (かいみん·0) = pleasant sleep; 休眠 (きゅうみん·0) = idle, dormant; 居眠り (いねむり·3) = dozing, nodding off; 催眠 (さいみん·0) = hypnotism",眠い！,,眠い,口 氏 目 尸,"局,舌,石"
未,"un-, not yet, hitherto, still, even now, sign of the ram, 1-3PM, eighth sign of Chinese zodiac","ミ, ビ; いま.だ, ま.だ, ひつじ","前代未聞 (ぜんだいみもん·1) = unheard-of, unprecedented, unparalleled in history (unparalleled), record-breaking; 未解決 (みかいけつ·2) = unsettled, pending, unresolved; 未開 (みかい·0) = savage land, backward region, uncivilized, uncivilised; 未開拓 (みかいたく·2) = undeveloped, wild (areas); 未開発 (みかいはつ·2) = undeveloped (countries), backward, unentered",未成年者お断り。,,未成年者 お断わり,｜ 二 ハ 木 亠,"魅,来,末"
満,"full, enough, pride, satisfy","マン, バン; み.ちる, み.つ, み.たす","円満 (えんまん·0) = perfection, harmony, peace, smoothness, completeness, satisfaction, integrity; 干満 (かんまん·0) = ebb and flow; 充満 (じゅうまん·0) = being filled with, teaming with, pregnant with; 順風満帆 (じゅんぷうまんぱん·0) = smooth sailing; 肥満 (ひまん·0) = corpulence, fatness, obesity",満席です。,,満席 です,｜ 一 汁 二 冂 山 艾,"両,華,溝"
末,"end, close, tip, powder, posterity","マツ, バツ; すえ","巻末 (かんまつ·0) = end of a book; 期末 (きまつ·0) = end of term; 結末 (けつまつ·0) = end, conclusion; 月末 (つきずえ·0,3) = end of the month; 跡始末 (あとしまつ·3) = settlement (of affairs), remedial measures",週末にね。,,週末 に ね(#2029080),｜ 一 ハ 木 亠,"茉,抹,束"
枚,"sheet of..., counter for flat thin objects or sheets","マイ, バイ","一枚 (いちまい·2) = one thin flat object, one sheet; 一枚看板 (いちまいかんばん·5) = (a) leading player, the best item one has (to show); 一枚岩 (いちまいいわ·3) = monolithic; 三枚 (さんまい·1,0) = comedy; 三枚目 (さんまいめ·5) = comedian",彼は三枚目だ。,,彼(かれ) は 三枚目 だ,木 攵 乞,"整,竹,牧"
埋,"bury, be filled up, embedded","マイ; う.める, う.まる, う.もれる, うず.める, うず.まる, い.ける","穴埋め (あなうめ·0,4) = filling in gaps, filling in blanks (in a form, etc); 埋める (うめる·0) = to bury, to fill (a seat, a vacant position), to make amends; 埋もれる (うづもれる·0,4) = to be buried, to be covered, to be hidden; 埋葬 (まいそう·0) = burial",空所を埋めろ。,,空所(くうしょ) を 埋める(うめる),土 里,"墨,圭,童"
磨,"grind, polish, scour, improve, brush (teeth)","マ; みが.く, す.る","切磋琢磨 (せっさたくま·1) = cultivate one's character by studying hard, diligent application; 雪達磨 (ゆきだるま·3) = snowman; 達磨 (だるま·0) = daruma (tumbling doll), Bodhidharma, prostitute; 磨ぐ (とぐ·1) = to sharpen, to grind, to scour, to hone, to polish, to wash (rice); 歯磨き (はみがき·2) = dentifrice, toothpaste",歯を磨いたの？,,歯を磨く の,口 石 木 广 麻,"麿,麻,杏"
防,"ward off, defend, protect, resist",ボウ; ふせ.ぐ,"攻防 (こうぼう·0) = offense and defense, offence and defence; 国防 (こくぼう·0) = national defence, national defense; 砂防 (さぼう·0) = erosion control; 消防 (しょうぼう·0) = fire fighting, fire department",防御が崩れた。,,防御 が 崩れる,方 阡,"陣,限,訪"
貿,"trade, exchange",ボウ,保護貿易 (ほごぼうえき·3) = protective trade; 貿易 (ぼうえき·0) = trade (foreign),彼は貿易で財産を築いた。,,彼(かれ) は 貿易 で(#2028980) 財産 を 築く,貝 目 ハ 刀 厶,"貧,買,頒"
棒,"rod, stick, cane, pole, club, line",ボウ,"警棒 (けいぼう·0) = baton; 指揮棒 (しきぼう·0,2) = conductor's stick, conductor's baton; 相棒 (あいぼう·0,3) = partner, pal, accomplice; 鉄棒 (かなぼう·0) = iron rod, crowbar, horizontal bar (gymnastics); 貧棒 (びんぼう) = poverty, destitute, poor",鬼に金棒。,,鬼 に 金棒,｜ 一 人 木 二 大,"奉,泰,槻"
望,"ambition, full moon, hope, desire, aspire to, expect","ボウ, モウ; のぞ.む, もち","渇望 (かつぼう·0) = craving, longing, thirsting; 冀望 (きぼう·0) = hope, wish, aspiration; 志望 (しぼう·0) = wish, desire, ambition; 失望 (しつぼう·0) = disappointment, despair; 属望 (しょくぼう·0) = (having great) expectation, pinning one's hopes on",失望するな。,,失望 為る(する) な,王 亡 月,"朋,瑚,豚"
暴,"outburst, rave, fret, force, violence, cruelty, outrage","ボウ, バク; あば.く, あば.れる","横暴 (おうぼう·0) = violence, oppression, high-handedness, tyranny, despotism; 自暴自棄 (じぼうじき·4) = desperation, despair, self-abandonment; 粗暴 (そぼう·0) = wild, rude, violent, hard; 暴れる (あばれる·0) = to act violently, to rage, to struggle, to be riotous",暴動が治まった。,,暴動 が 治まる,｜ 一 水 二 日 ハ 井,"爆,昔,典"
忙,"busy, occupied, restless","ボウ, モウ; いそが.しい, せわ.しい, おそ.れる, うれえるさま","多忙 (たぼう·0) = busy, pressure of work; 忙しい (せわしい·3) = busy, irritated; 繁忙 (はんぼう·0) = pressure of business, busy; 忙殺 (ぼうさつ·0) = worked to death",僕は忙しい。,,僕(ぼく) は 忙しい(いそがしい),亡 亠,"盲,忘,妄"
忘,forget,ボウ; わす.れる,"忘れ物 (わすれもの·0) = lost article, something forgotten; 忘却 (ぼうきゃく·0) = lapse of memory, forgetfulness, oblivion; 忘年会 (ぼうねんかい·3) = year-end party; 忘れ去る (わすれさる·4) = to forget completely, to leave behind; 物忘れ (ものわすれ·3) = forgetfulness",忘れ物ない？,,忘れ物 無い,心 亡 亠,"忙,衣,亡"
帽,"cap, headgear","ボウ, モウ; ずきん, おお.う","烏帽子 (えぼし·0,1) = noble's court headgear; 脱帽 (だつぼう·0) = removing one's hat; 帽子 (ぼうし·0) = hat",君には脱帽するよ。,,君(きみ) には 脱帽 為る(する) よ,巾 日 目,"冒,晶,昌"
坊,"boy, priest's residence, priest","ボウ, ボッ","桜ん坊 (サクランボ) = (edible) cherry; 赤ん坊 (あかんぼう·0) = baby; 朝寝坊 (あさねぼう·3) = oversleeping, late riser; 坊さん (ぼうさん·0) = Buddhist priest, monk; 坊や (ぼうや·1) = boy",彼女は朝寝坊だ。,,彼女 は 朝寝坊 だ,土 方,"圭,防,訪"
亡,"deceased, the late, dying, perish","ボウ, モウ; な.い, な.き-, ほろ.びる, ほろ.ぶ, ほろ.ぼす","興亡 (こうぼう·0) = rise and fall, ups and downs; 死亡 (しぼう·0) = death, mortality; 死亡者 (しぼうしゃ·2) = the deceased, deaths, persons killed; 死亡率 (しぼうりつ·2) = death rate, mortality; 逃亡 (とうぼう·0) = escape",彼は逃亡を図った。,,彼(かれ) は 逃亡 を 図る,亠,"衣,蛮,芝"
豊,"bountiful, excellent, rich","ホウ, ブ; ゆた.か, とよ","豊か (ゆたか·1) = abundant, wealthy, plentiful, rich; 豊漁 (ほうりょう·0) = good catch, good haul; 豊作 (ほうさく·0) = abundant harvest, bumper crop; 豊年 (ほうねん·0) = fruitful year; 豊富 (ほうふ·0,1) = abundance, wealth, plenty, bounty",今年は豊作だった。,,今年 は 豊作 だ,｜ 一 口 豆 日 并,"曹,亜,艶"
訪,"call on, visit, look up, offer sympathy","ホウ; おとず.れる, たず.ねる, と.う","探訪 (たんぼう·0) = searching, hunting for news story, journalist; 訪ねる (たずねる·3) = to visit; 訪れる (おとずれる·4) = to visit; 訪日 (ほうにち·0) = visit to Japan; 訪米 (ほうべい·0) = visit to America",彼は友人を訪ねた。,,彼(かれ) は 友人 を 訪ねる,言 方,"防,談,記"
法,"method, law, rule, principle, model, system","ホウ, ハッ, ホッ, フラン; のり","悪法 (あくほう·0) = bad law; 違法 (いほう·0) = illegal, illegality, unlawfulness; 遠近法 (えんきんほう·0) = perspective; 化学療法 (かがくりょうほう·4) = chemotherapy; 画法 (がほう·0) = art of drawing and painting",釈迦に説法。,,釈迦に説法,汁 土 厶,"渥,圭,至"
放,"set free, release, fire, shoot, emit, banish, liberate","ホウ; はな.す, -っぱな.し, はな.つ, はな.れる, こ.く, ほう.る","飲み放題 (のみほうだい) = all you can drink, bottomless cup; 解放 (かいほう·0) = release, unleashing, liberation, emancipation; 開放 (かいほう·0) = open, throw open, liberalization, liberalisation; 豪放 (ごうほう·0) = largehearted, frank, unaffected; 釈放 (しゃくほう·0) = release, liberation, acquittal",腕を放して。,,腕(うで) を 放す,方 攵 乞,"倣,激,敷"
抱,"embrace, hug, hold in arms","ホウ; だ.く, いだ.く, かか.える","辛抱 (しんぼう·1) = patience, endurance; 抱え (かかえ·0) = armful, employee; 抱える (かかえる·0) = to hold or carry under or in the arms, to have (esp. problems, debts, etc.), to employ; 抱き合う (だきあう·3) = to embrace each other",もう少しの辛抱だ。,,もう少し の 辛抱 だ,勹 已 扎,"包,巳,己"
宝,"treasure, wealth, valuables",ホウ; たから,"国宝 (こくほう·0) = national treasure; 財宝 (ざいほう·0) = treasure; 至宝 (しほう·0) = most valuable asset, pride of .., most important person; 七宝 (しっぽう·0) = the 7 treasures (gold, silver, pearls, agate, crystal, coral, lapis lazuli), cloisonne; 東宝 (とうほう) = Toho (Japanese film studio)",伝家の宝刀をぬく。,,伝家 の 宝刀 を 抜く,王 宀 丶,"玉,球,柱"
報,"report, news, reward, retribution",ホウ; むく.いる,"一報 (いっぽう·0) = information; 会報 (かいほう·0) = bulletin, report; 確報 (かくほう·0) = definite report, confirmed data; 官報 (かんぽう·1) = official daily gazette, official telegram; 吉報 (きっぽう·0) = good news",悪事の報い。,,悪事 の 報い,十 辛 土 又 立 亠 卩,"幸,倖,辛"
